customer_id,age,gender,location,account_age_days,total_purchases,avg_order_value,total_revenue,days_since_last_purchase,email_open_rate,website_visits_per_month,primary_category,satisfaction_score,support_tickets,discount_usage_rate,uses_mobile_app,newsletter_subscribed,customer_lifetime_value,is_churned
CUST04078,18,Male,Urban,601,9,23.13,208.14,14,0.79,9,Sports,3.76,1,0.144,1,1,270.58,0
CUST04079,33,Female,Suburban,61,4,95.34,381.37,25,0.128,6,Home & Garden,3.99,0,0.365,0,1,495.78,0
CUST04080,34,Female,Suburban,101,5,132.37,661.87,38,0.524,6,Sports,2.65,1,0.344,0,1,860.43,0
CUST04081,45,Female,Urban,460,6,87.17,523.01,51,0.019,16,Books,4.66,0,0.026,0,1,679.91,0
CUST04082,29,Male,Urban,95,3,52.07,156.22,3,0.545,8,Sports,4.22,3,0.13,1,1,203.09,0
CUST04083,58,Male,Suburban,230,10,101.55,1015.46,42,0.319,7,Home & Garden,4.7,3,0.714,1,1,1320.1,0
CUST04084,18,Female,Urban,672,2,36.08,72.16,2,0.867,13,Books,4.25,2,0.516,1,1,93.8,0
CUST04085,53,Male,Urban,114,3,93.55,280.66,78,0.088,3,Fashion,2.99,3,0.366,0,0,280.66,1
CUST04086,35,Male,Suburban,543,17,44.17,750.96,1,0.542,5,Books,5.0,0,0.059,1,1,976.25,0
CUST04087,48,Female,Urban,221,5,56.11,280.57,22,0.568,10,Sports,3.41,0,0.376,0,1,364.75,0
CUST04088,38,Male,Suburban,104,8,52.52,420.17,24,0.57,4,Electronics,3.74,0,0.134,0,1,546.21,0
CUST04089,51,Female,Rural,298,11,53.47,588.14,38,0.638,13,Sports,4.85,1,0.053,1,1,764.59,0
CUST04090,33,Female,Suburban,642,4,118.66,474.64,4,0.309,7,Books,5.0,1,0.134,0,1,617.03,0
CUST04091,24,Male,Suburban,92,9,70.97,638.73,121,0.245,4,Books,3.13,3,0.204,1,0,638.73,1
CUST04092,55,Female,Urban,87,20,41.35,827.01,21,0.305,11,Electronics,3.98,0,0.12,1,1,1075.12,0
CUST04093,36,Male,Rural,449,6,37.93,227.6,22,0.742,12,Electronics,4.88,1,0.095,0,0,295.88,0
CUST04094,40,Female,Urban,190,13,189.01,2457.13,12,0.169,8,Home & Garden,2.76,0,0.217,1,1,3194.28,0
CUST04095,52,Male,Suburban,997,13,79.79,1037.23,68,0.307,2,Fashion,2.19,0,0.173,1,0,1037.23,1
CUST04096,25,Male,Rural,364,6,34.23,205.4,0,0.757,8,Fashion,3.09,0,0.47,1,1,267.01,0
CUST04097,45,Female,Suburban,573,6,99.6,597.58,5,0.42,10,Home & Garden,3.88,2,0.277,1,0,776.85,0
CUST04098,30,Male,Suburban,355,3,111.52,334.56,28,0.208,17,Electronics,4.24,1,0.375,0,0,434.93,0
CUST04099,36,Female,Urban,94,1,54.59,54.59,155,0.238,2,Books,2.76,3,0.222,1,0,54.59,1
CUST04100,38,Male,Urban,137,5,36.37,181.86,1,0.661,9,Home & Garden,3.72,6,0.113,1,0,236.42,0
CUST04101,19,Male,Suburban,154,12,67.15,805.83,2,0.207,9,Sports,4.58,1,0.052,0,1,1047.58,0
CUST04102,28,Female,Urban,418,7,34.48,241.37,56,0.168,5,Electronics,3.19,1,0.131,1,1,313.78,0
CUST04103,54,Male,Suburban,290,27,55.64,1502.27,59,0.607,5,Beauty,4.02,2,0.456,1,1,1952.95,0
CUST04104,48,Male,Urban,49,9,104.42,939.8,102,0.072,3,Sports,4.15,0,0.704,1,0,939.8,1
CUST04105,37,Female,Rural,476,8,68.14,545.09,38,0.079,7,Beauty,3.18,2,0.49,1,1,708.62,0
CUST04106,40,Female,Urban,1095,10,91.92,919.16,23,0.145,8,Home & Garden,3.74,0,0.126,1,1,1194.91,0
CUST04107,34,Female,Suburban,112,6,148.88,893.3,26,0.332,4,Books,3.36,3,0.14,1,1,1161.29,0
CUST04108,54,Other,Suburban,128,4,146.39,585.57,25,0.688,9,Sports,2.25,1,0.088,0,1,761.25,0
CUST04109,35,Male,Suburban,170,0,44.0,0.0,163,0.174,3,Sports,3.95,3,0.568,1,0,0.0,1
CUST04110,40,Female,Urban,264,5,198.11,990.54,21,0.734,14,Sports,3.52,0,0.266,1,1,1287.7,0
CUST04111,51,Male,Suburban,120,11,72.38,796.13,4,0.348,5,Home & Garden,2.97,2,0.101,1,0,1034.97,0
CUST04112,28,Female,Urban,666,2,65.69,131.38,15,0.373,18,Electronics,3.46,2,0.346,1,1,170.8,0
CUST04113,56,Male,Urban,838,2,103.72,207.43,144,0.052,2,Electronics,3.01,1,0.249,1,0,207.43,1
CUST04114,19,Other,Urban,320,5,76.62,383.08,25,0.312,10,Books,3.98,2,0.238,1,1,498.0,0
CUST04115,57,Female,Suburban,278,4,107.16,428.66,17,0.327,8,Sports,3.7,2,0.574,0,1,557.25,0
CUST04116,33,Female,Urban,56,18,96.27,1732.9,16,0.233,4,Books,3.64,0,0.136,1,0,1732.9,1
CUST04117,35,Female,Rural,102,6,68.72,412.35,0,0.722,11,Beauty,4.63,1,0.315,1,0,536.05,0
CUST04118,18,Female,Suburban,30,11,98.99,1088.91,45,0.349,12,Sports,4.41,2,0.657,1,0,1415.59,0
CUST04119,32,Female,Urban,177,16,98.91,1582.63,57,0.434,8,Books,4.91,0,0.285,1,1,2057.42,0
CUST04120,25,Male,Suburban,206,10,246.88,2468.82,19,0.556,6,Books,2.86,2,0.49,1,1,3209.46,0
CUST04121,30,Male,Rural,445,8,109.84,878.72,92,0.147,4,Home & Garden,2.15,1,0.362,1,0,878.72,1
CUST04122,36,Male,Urban,322,7,16.07,112.47,61,0.38,9,Sports,3.68,0,0.052,0,0,146.21,0
CUST04123,49,Male,Suburban,146,0,60.86,0.0,41,0.311,2,Fashion,4.2,1,0.149,0,0,0.0,1
CUST04124,40,Female,Suburban,462,4,118.53,474.12,54,0.32,10,Home & Garden,3.18,0,0.449,1,1,616.35,0
CUST04125,41,Female,Urban,1095,6,49.72,298.31,66,0.468,5,Sports,4.14,1,0.568,1,0,387.81,0
CUST04126,24,Female,Suburban,479,4,68.45,273.8,33,0.507,9,Fashion,4.7,1,0.208,1,1,355.94,0
CUST04127,27,Other,Urban,192,13,100.06,1300.72,22,0.778,6,Beauty,3.94,3,0.374,1,1,1690.94,0
CUST04128,59,Female,Urban,348,0,123.06,0.0,6,0.367,9,Beauty,3.56,0,0.49,1,0,0.0,0
CUST04129,29,Male,Suburban,117,10,216.54,2165.38,23,0.55,7,Books,4.51,0,0.272,0,1,2815.0,0
CUST04130,57,Male,Suburban,106,6,166.14,996.85,35,0.417,9,Beauty,3.33,0,0.208,1,0,1295.9,0
CUST04131,35,Male,Rural,881,5,76.68,383.39,132,0.186,4,Beauty,4.2,4,0.268,0,0,383.39,1
CUST04132,38,Male,Suburban,353,10,36.29,362.93,7,0.673,9,Sports,4.3,2,0.134,0,1,471.81,0
CUST04133,50,Female,Suburban,587,4,186.93,747.71,63,0.871,9,Beauty,3.63,1,0.14,0,1,972.03,0
CUST04134,53,Female,Suburban,235,10,135.22,1352.17,12,0.481,14,Books,3.25,2,0.202,1,0,1757.82,0
CUST04135,36,Female,Urban,105,25,73.1,1827.61,141,0.319,3,Sports,3.87,3,0.347,1,0,1827.61,1
CUST04136,33,Female,Suburban,87,3,71.58,214.74,40,0.063,7,Fashion,3.55,1,0.373,1,0,279.16,0
CUST04137,37,Female,Suburban,134,9,27.98,251.84,25,0.319,6,Books,3.45,0,0.057,1,0,327.39,0
CUST04138,42,Male,Urban,388,2,59.9,119.8,19,0.185,11,Sports,3.96,0,0.349,1,1,155.74,0
CUST04139,48,Female,Suburban,69,1,39.98,39.98,10,0.21,8,Sports,2.57,1,0.15,0,1,51.97,0
CUST04140,38,Male,Urban,299,23,128.42,2953.71,56,0.091,11,Sports,4.47,1,0.054,1,1,3839.82,0
CUST04141,45,Male,Suburban,425,2,161.98,323.97,45,0.782,7,Fashion,3.33,2,0.133,0,1,421.16,0
CUST04142,57,Male,Suburban,101,4,97.81,391.24,99,0.138,9,Fashion,1.74,1,0.024,1,0,508.62,0
CUST04143,42,Female,Rural,1095,9,97.26,875.38,40,0.284,7,Books,4.32,0,0.517,0,1,1138.0,0
CUST04144,41,Male,Urban,538,3,57.65,172.94,8,0.119,13,Books,5.0,4,0.592,0,0,224.82,0
CUST04145,19,Male,Suburban,263,19,46.17,877.15,51,0.204,8,Home & Garden,4.31,0,0.165,1,0,1140.29,0
CUST04146,18,Female,Urban,155,4,161.57,646.27,94,0.255,2,Sports,2.8,0,0.383,1,0,646.27,1
CUST04147,42,Female,Suburban,362,6,73.27,439.65,209,0.266,2,Electronics,3.3,1,0.376,0,0,439.65,1
CUST04148,36,Male,Suburban,353,9,138.59,1247.29,51,0.303,3,Home & Garden,3.73,3,0.53,0,1,1621.47,0
CUST04149,31,Male,Suburban,304,13,180.5,2346.54,15,0.139,6,Books,4.73,2,0.167,1,0,3050.5,0
CUST04150,40,Female,Suburban,372,7,105.28,736.98,37,0.099,6,Books,3.34,1,0.228,1,1,958.08,0
CUST04151,37,Male,Rural,123,12,45.58,546.92,32,0.194,2,Beauty,3.58,1,0.109,1,0,546.92,1
CUST04152,51,Female,Urban,478,7,31.54,220.79,32,0.574,7,Home & Garden,4.02,1,0.327,1,1,287.03,0
CUST04153,39,Female,Urban,81,4,31.85,127.4,3,0.546,9,Sports,2.65,2,0.124,1,1,165.63,0
CUST04154,29,Male,Suburban,33,10,64.59,645.85,9,0.671,3,Sports,3.31,3,0.511,1,1,839.61,0
CUST04155,49,Male,Suburban,441,3,78.78,236.34,33,0.219,11,Books,4.08,0,0.273,1,1,307.24,0
CUST04156,35,Male,Urban,380,6,52.47,314.83,72,0.535,6,Beauty,4.56,1,0.376,0,0,409.28,0
CUST04157,44,Male,Suburban,285,8,40.73,325.85,9,0.193,12,Books,5.0,2,0.101,0,0,423.61,0
CUST04158,32,Male,Urban,170,4,158.42,633.7,8,0.501,8,Electronics,4.44,1,0.412,1,1,823.81,0
CUST04159,30,Female,Urban,197,0,92.65,0.0,64,0.214,11,Home & Garden,4.98,3,0.35,0,0,0.0,0
CUST04160,39,Male,Suburban,119,9,86.5,778.47,52,0.697,6,Fashion,4.66,1,0.31,0,1,1012.01,0
CUST04161,38,Female,Urban,349,6,41.74,250.46,29,0.151,5,Books,3.08,3,0.329,1,1,325.6,0
CUST04162,43,Female,Urban,30,6,73.51,441.05,2,0.654,8,Electronics,4.53,0,0.11,0,1,573.36,0
CUST04163,34,Male,Urban,46,4,134.63,538.54,28,0.221,7,Beauty,5.0,1,0.413,1,0,700.1,0
CUST04164,18,Male,Rural,125,8,231.89,1855.09,81,0.216,2,Books,2.61,0,0.168,1,0,1855.09,1
CUST04165,32,Male,Rural,318,12,63.15,757.76,0,0.748,12,Fashion,3.46,5,0.083,0,1,985.08,0
CUST04166,47,Male,Suburban,267,4,94.54,378.16,4,0.437,11,Home & Garden,2.43,1,0.637,1,1,491.61,0
CUST04167,34,Female,Urban,700,1,119.18,119.18,74,0.078,4,Electronics,3.83,2,0.166,1,0,154.93,0
CUST04168,35,Male,Rural,231,7,111.16,778.1,33,0.413,7,Books,2.2,0,0.06,1,1,1011.53,0
CUST04169,49,Female,Suburban,505,6,88.18,529.09,48,0.489,6,Books,4.62,2,0.227,1,0,687.82,0
CUST04170,29,Male,Suburban,306,9,210.11,1891.0,61,0.373,9,Sports,3.39,1,0.112,1,0,2458.3,0
CUST04171,19,Male,Suburban,32,5,119.22,596.11,16,0.11,10,Fashion,3.44,0,0.422,1,1,774.95,0
CUST04172,36,Female,Urban,105,11,52.49,577.39,15,0.25,4,Home & Garden,3.81,1,0.369,1,1,750.61,0
CUST04173,32,Female,Suburban,119,5,176.65,883.24,13,0.537,6,Books,3.49,1,0.322,1,0,1148.21,0
CUST04174,26,Male,Urban,147,3,135.47,406.41,8,0.222,3,Books,4.07,3,0.559,1,1,528.33,0
CUST04175,35,Male,Urban,212,4,130.66,522.64,16,0.134,3,Home & Garden,2.88,1,0.313,1,0,522.64,1
CUST04176,43,Female,Suburban,597,2,97.19,194.39,137,0.262,1,Electronics,3.27,0,0.148,1,0,194.39,1
CUST04177,37,Male,Rural,245,6,61.12,366.69,4,0.617,13,Home & Garden,4.65,0,0.36,1,1,476.7,0
CUST04178,41,Male,Suburban,164,9,32.29,290.63,12,0.172,8,Home & Garden,5.0,0,0.339,0,1,377.82,0
CUST04179,59,Female,Suburban,529,11,46.26,508.87,17,0.733,9,Home & Garden,2.99,1,0.157,1,1,661.53,0
CUST04180,33,Female,Urban,526,7,132.01,924.08,7,0.372,6,Books,4.54,3,0.276,0,1,1201.31,0
CUST04181,41,Female,Urban,30,21,81.53,1712.09,3,0.288,6,Fashion,3.42,4,0.219,0,1,2225.72,0
CUST04182,31,Female,Urban,265,4,151.71,606.83,7,0.612,10,Electronics,3.62,2,0.338,1,1,788.89,0
CUST04183,27,Female,Suburban,650,4,90.58,362.33,33,0.059,9,Beauty,4.59,2,0.295,0,1,471.03,0
CUST04184,30,Female,Suburban,234,3,67.93,203.8,40,0.671,15,Sports,3.41,3,0.067,1,1,264.94,0
CUST04185,32,Female,Urban,110,10,119.32,1193.21,10,0.38,9,Books,3.42,0,0.13,1,1,1551.17,0
CUST04186,42,Female,Rural,502,8,181.83,1454.66,31,0.486,11,Beauty,5.0,0,0.566,0,1,1891.06,0
CUST04187,66,Female,Urban,95,6,74.58,447.45,0,0.245,7,Sports,4.19,0,0.222,0,1,581.69,0
CUST04188,29,Male,Suburban,310,13,101.83,1323.8,41,0.648,9,Sports,4.3,3,0.066,1,0,1720.94,0
CUST04189,33,Male,Suburban,232,10,107.68,1076.84,0,0.557,5,Electronics,3.55,1,0.383,1,0,1399.89,0
CUST04190,37,Female,Urban,55,4,108.39,433.55,46,0.597,6,Sports,4.04,1,0.107,0,1,563.61,0
CUST04191,42,Female,Suburban,576,10,53.77,537.66,29,0.361,5,Books,4.16,1,0.298,0,0,698.96,0
CUST04192,41,Male,Suburban,370,2,72.0,143.99,5,0.668,5,Sports,3.68,0,0.244,1,0,187.19,0
CUST04193,53,Female,Suburban,718,7,188.51,1319.57,4,0.465,8,Sports,4.12,2,0.543,0,1,1715.44,0
CUST04194,18,Male,Suburban,266,0,61.48,0.0,0,0.59,8,Sports,3.18,1,0.465,1,1,0.0,0
CUST04195,18,Female,Urban,118,11,54.22,596.37,36,0.289,6,Books,3.51,0,0.224,0,1,775.27,0
CUST04196,32,Female,Suburban,61,15,121.13,1816.88,73,0.141,7,Home & Garden,4.98,3,0.542,0,1,2361.95,0
CUST04197,51,Female,Rural,533,2,95.98,191.96,87,0.081,10,Books,4.63,4,0.598,1,1,249.55,0
CUST04198,19,Male,Urban,107,3,92.5,277.49,37,0.79,3,Beauty,3.03,2,0.38,0,1,360.74,0
CUST04199,18,Female,Urban,1095,4,16.9,67.59,98,0.317,3,Sports,2.97,0,0.08,1,0,67.59,1
CUST04200,44,Male,Rural,906,12,15.18,182.17,89,0.244,2,Sports,3.13,1,0.785,1,0,182.17,1
CUST04201,40,Male,Urban,287,4,91.58,366.32,53,0.11,3,Home & Garden,4.0,0,0.205,0,0,366.32,1
CUST04202,24,Male,Suburban,218,1,93.78,93.78,20,0.297,7,Books,3.16,0,0.405,0,0,121.91,0
CUST04203,26,Female,Suburban,146,8,54.53,436.26,79,0.185,2,Books,4.2,0,0.106,1,0,436.26,1
CUST04204,26,Male,Suburban,162,2,101.23,202.47,22,0.536,8,Books,4.68,0,0.16,1,1,263.21,0
CUST04205,39,Male,Urban,1088,4,111.09,444.36,23,0.533,10,Sports,2.5,0,0.209,0,1,577.67,0
CUST04206,30,Female,Urban,191,16,87.14,1394.26,51,0.307,7,Electronics,2.67,4,0.449,1,0,1812.53,0
CUST04207,43,Female,Urban,389,5,177.74,888.69,118,0.333,10,Beauty,3.52,1,0.267,0,0,1155.3,0
CUST04208,18,Female,Suburban,411,9,36.97,332.71,31,0.701,4,Sports,3.22,0,0.09,1,1,432.52,0
CUST04209,27,Female,Suburban,554,2,47.07,94.13,8,0.216,9,Fashion,3.56,1,0.166,0,1,122.37,0
CUST04210,24,Male,Suburban,366,5,52.09,260.46,6,0.113,8,Home & Garden,2.97,1,0.251,1,1,338.6,0
CUST04211,34,Female,Suburban,268,5,30.59,152.97,16,0.725,11,Fashion,3.97,1,0.434,1,1,198.86,0
CUST04212,31,Female,Urban,134,2,131.23,262.46,27,0.319,7,Fashion,3.9,2,0.306,1,0,341.19,0
CUST04213,47,Male,Urban,403,1,58.92,58.92,15,0.668,7,Beauty,3.49,1,0.044,1,1,76.6,0
CUST04214,18,Male,Suburban,343,8,21.07,168.55,56,0.51,7,Electronics,3.42,3,0.332,1,1,219.12,0
CUST04215,38,Male,Suburban,188,9,45.67,411.07,35,0.289,4,Home & Garden,4.75,2,0.148,0,1,534.39,0
CUST04216,44,Male,Urban,378,15,30.49,457.28,23,0.441,6,Beauty,3.0,2,0.4,0,1,594.46,0
CUST04217,60,Female,Urban,251,13,30.22,392.8,10,0.414,11,Beauty,4.02,3,0.147,0,1,510.63,0
CUST04218,32,Female,Urban,343,7,95.03,665.2,41,0.248,6,Home & Garden,2.89,0,0.159,1,1,864.76,0
CUST04219,41,Female,Urban,461,9,147.13,1324.15,50,0.333,7,Fashion,2.16,3,0.374,1,1,1721.39,0
CUST04220,18,Female,Suburban,307,2,39.73,79.45,68,0.125,10,Books,4.05,1,0.169,0,1,103.29,0
CUST04221,18,Male,Rural,492,5,114.02,570.11,211,0.155,2,Fashion,3.95,1,0.114,1,0,570.11,1
CUST04222,48,Female,Rural,303,3,144.53,433.59,11,0.38,9,Electronics,3.88,0,0.171,0,0,563.66,0
CUST04223,37,Male,Rural,554,3,36.16,108.48,0,0.556,14,Electronics,3.49,1,0.544,1,1,141.02,0
CUST04224,52,Other,Rural,210,9,127.84,1150.58,31,0.399,10,Home & Garden,4.63,0,0.528,0,0,1495.76,0
CUST04225,21,Male,Suburban,111,12,91.53,1098.34,115,0.326,3,Beauty,2.89,0,0.437,1,0,1098.34,1
CUST04226,44,Female,Urban,331,5,92.44,462.2,12,0.087,9,Home & Garden,4.25,3,0.438,1,1,600.86,0
CUST04227,60,Male,Suburban,824,2,106.71,213.43,63,0.374,9,Electronics,4.25,1,0.352,1,1,277.46,0
CUST04228,43,Male,Urban,516,9,123.47,1111.21,17,0.614,3,Books,4.35,2,0.136,0,1,1444.58,0
CUST04229,41,Male,Urban,817,7,153.19,1072.35,22,0.285,1,Electronics,5.0,2,0.335,1,1,1394.06,0
CUST04230,38,Female,Urban,187,7,136.4,954.83,132,0.2,14,Beauty,3.27,2,0.153,1,1,1241.27,0
CUST04231,19,Female,Suburban,267,7,185.83,1300.81,27,0.225,9,Electronics,3.44,4,0.468,1,1,1691.05,0
CUST04232,54,Male,Urban,116,11,52.14,573.51,58,0.316,6,Books,2.59,1,0.153,0,0,745.57,0
CUST04233,30,Female,Urban,87,4,28.77,115.08,35,0.271,7,Electronics,2.88,0,0.297,1,0,149.6,0
CUST04234,44,Female,Suburban,742,9,138.79,1249.15,64,0.349,8,Sports,3.88,3,0.072,0,1,1623.9,0
CUST04235,19,Female,Rural,692,5,39.19,195.97,17,0.349,6,Fashion,3.64,0,0.046,1,0,254.76,0
CUST04236,23,Female,Suburban,431,8,88.88,711.06,94,0.282,5,Books,4.66,0,0.248,0,0,924.38,0
CUST04237,55,Male,Rural,189,17,117.82,2002.96,35,0.475,6,Electronics,3.2,1,0.096,1,0,2603.85,0
CUST04238,33,Male,Urban,469,5,396.24,1981.22,16,0.442,8,Electronics,3.4,2,0.326,1,1,2575.59,0
CUST04239,55,Female,Urban,653,10,81.65,816.54,1,0.531,4,Electronics,2.68,1,0.445,0,1,1061.5,0
CUST04240,37,Female,Suburban,886,1,38.71,38.71,0,0.641,11,Beauty,3.9,2,0.511,0,1,50.33,0
CUST04241,18,Other,Suburban,68,9,65.44,588.95,19,0.804,5,Sports,3.62,2,0.09,1,0,765.64,0
CUST04242,48,Female,Suburban,213,2,96.04,192.07,10,0.403,12,Beauty,4.32,0,0.505,1,1,249.69,0
CUST04243,30,Male,Suburban,196,17,77.03,1309.57,2,0.497,8,Fashion,2.89,2,0.222,0,0,1702.44,0
CUST04244,46,Female,Suburban,240,3,86.51,259.52,36,0.717,7,Electronics,3.09,1,0.426,0,0,337.37,0
CUST04245,38,Male,Rural,409,9,72.92,656.3,202,0.274,2,Electronics,0.88,1,0.334,1,0,656.3,1
CUST04246,19,Other,Urban,35,9,42.14,379.3,24,0.575,5,Fashion,3.55,2,0.374,0,1,493.09,0
CUST04247,39,Male,Urban,185,6,27.26,163.53,36,0.58,9,Sports,4.39,3,0.139,1,1,212.59,0
CUST04248,64,Female,Suburban,201,1,91.33,91.33,11,0.419,6,Books,3.78,2,0.352,0,0,118.73,0
CUST04249,43,Female,Urban,301,6,77.34,464.05,10,0.505,9,Electronics,3.21,2,0.188,1,0,603.26,0
CUST04250,37,Male,Urban,330,10,186.4,1864.01,17,0.055,8,Beauty,4.22,0,0.584,1,1,2423.21,0
CUST04251,50,Male,Urban,237,12,107.6,1291.25,81,0.168,4,Electronics,4.05,3,0.02,1,0,1291.25,1
CUST04252,40,Female,Urban,1010,6,98.42,590.5,145,0.181,3,Home & Garden,3.62,1,0.57,1,0,590.5,1
CUST04253,40,Female,Urban,255,1,107.03,107.03,60,0.143,2,Beauty,3.04,3,0.091,1,0,107.03,1
CUST04254,24,Male,Urban,406,14,146.51,2051.11,0,0.161,11,Sports,2.91,0,0.346,1,1,2666.44,0
CUST04255,40,Female,Suburban,459,5,41.31,206.57,25,0.234,10,Electronics,4.81,1,0.663,0,1,268.54,0
CUST04256,50,Female,Suburban,129,9,88.39,795.5,24,0.65,4,Books,3.5,0,0.139,0,1,1034.14,0
CUST04257,27,Male,Suburban,135,4,81.47,325.9,123,0.142,1,Home & Garden,3.93,3,0.205,0,0,325.9,1
CUST04258,55,Male,Suburban,465,3,74.24,222.72,61,0.854,6,Sports,3.29,1,0.324,0,1,289.53,0
CUST04259,36,Female,Urban,698,7,41.35,289.44,56,0.158,10,Home & Garden,4.25,3,0.188,0,1,376.27,0
CUST04260,27,Female,Urban,882,6,83.69,502.12,37,0.57,13,Electronics,3.33,1,0.12,1,1,652.75,0
CUST04261,49,Female,Urban,132,12,107.32,1287.87,46,0.368,9,Home & Garden,3.71,1,0.327,0,1,1674.23,0
CUST04262,34,Female,Suburban,575,7,67.77,474.39,53,0.27,2,Books,3.65,0,0.544,1,0,474.39,1
CUST04263,47,Male,Suburban,283,3,67.0,200.99,36,0.664,10,Fashion,2.83,1,0.568,0,1,261.29,0
CUST04264,34,Male,Urban,691,13,157.2,2043.58,83,0.176,8,Beauty,2.53,1,0.34,0,1,2656.66,0
CUST04265,37,Male,Urban,374,8,218.84,1750.73,1,0.329,9,Sports,3.16,1,0.319,1,1,2275.95,0
CUST04266,43,Male,Rural,434,9,54.09,486.8,127,0.084,3,Beauty,2.53,4,0.151,1,0,486.8,1
CUST04267,41,Female,Suburban,775,22,183.64,4040.06,66,0.494,9,Sports,3.93,0,0.072,1,0,5252.07,0
CUST04268,18,Female,Suburban,829,7,55.83,390.8,33,0.378,5,Books,5.0,0,0.307,0,1,508.03,0
CUST04269,24,Male,Urban,319,7,110.35,772.46,88,0.135,3,Home & Garden,3.2,0,0.09,1,0,772.46,1
CUST04270,49,Male,Urban,59,1,27.47,27.47,79,0.445,9,Beauty,4.72,1,0.474,0,1,35.71,0
CUST04271,36,Female,Suburban,157,3,67.97,203.91,24,0.513,9,Fashion,3.75,0,0.33,1,1,265.09,0
CUST04272,31,Female,Suburban,1095,2,16.41,32.83,82,0.389,6,Beauty,3.97,0,0.142,0,1,42.68,0
CUST04273,21,Female,Suburban,450,1,155.63,155.63,9,0.381,11,Electronics,4.88,2,0.242,1,0,202.32,0
CUST04274,25,Female,Suburban,133,14,177.58,2486.14,28,0.393,8,Home & Garden,4.3,2,0.1,0,0,3231.98,0
CUST04275,18,Female,Suburban,178,13,53.99,701.84,11,0.268,10,Sports,3.9,1,0.41,0,0,912.39,0
CUST04276,36,Female,Suburban,620,2,127.5,255.01,5,0.045,7,Sports,4.22,1,0.124,1,0,331.51,0
CUST04277,30,Male,Urban,994,0,202.64,0.0,101,0.117,2,Sports,2.38,1,0.34,1,0,0.0,1
CUST04278,26,Male,Urban,297,10,125.35,1253.5,20,0.452,5,Sports,4.13,2,0.533,1,1,1629.54,0
CUST04279,37,Male,Rural,692,2,50.45,100.91,51,0.26,7,Fashion,3.49,3,0.371,1,0,131.18,0
CUST04280,42,Female,Urban,568,6,43.34,260.02,21,0.288,9,Sports,4.05,1,0.228,0,1,338.03,0
CUST04281,63,Female,Suburban,378,0,76.47,0.0,35,0.503,11,Fashion,3.05,3,0.2,1,1,0.0,0
CUST04282,19,Female,Suburban,492,5,56.09,280.44,19,0.121,11,Sports,3.32,0,0.421,0,1,364.58,0
CUST04283,51,Male,Rural,366,7,189.39,1325.71,61,0.24,3,Beauty,3.53,4,0.677,0,0,1325.71,1
CUST04284,49,Male,Urban,709,11,136.49,1501.4,69,0.538,4,Books,4.07,1,0.16,1,0,1951.82,0
CUST04285,28,Male,Urban,511,8,138.4,1107.21,25,0.358,11,Electronics,3.97,2,0.186,1,1,1439.37,0
CUST04286,40,Male,Suburban,68,3,36.05,108.16,88,0.248,2,Books,2.67,1,0.135,1,0,108.16,1
CUST04287,32,Female,Suburban,253,3,65.76,197.28,19,0.367,5,Sports,4.78,2,0.458,0,0,256.47,0
CUST04288,40,Female,Suburban,131,2,59.63,119.27,64,0.257,10,Fashion,4.25,0,0.447,1,1,155.05,0
CUST04289,56,Other,Suburban,324,1,77.96,77.96,47,0.302,7,Home & Garden,4.69,2,0.147,1,0,101.35,0
CUST04290,45,Female,Urban,241,20,128.85,2576.97,27,0.787,7,Fashion,3.74,0,0.095,1,1,3350.06,0
CUST04291,44,Female,Suburban,174,13,27.53,357.9,98,0.123,2,Electronics,2.75,1,0.335,0,0,357.9,1
CUST04292,32,Female,Rural,96,7,93.07,651.5,38,0.181,7,Fashion,3.5,0,0.348,1,1,846.95,0
CUST04293,20,Male,Rural,31,14,130.16,1822.22,82,0.149,3,Home & Garden,2.53,1,0.343,1,0,1822.22,1
CUST04294,35,Female,Urban,701,6,70.88,425.3,59,0.355,13,Home & Garden,3.07,1,0.043,1,1,552.89,0
CUST04295,52,Female,Urban,700,8,83.53,668.24,34,0.311,3,Electronics,4.11,0,0.435,1,0,668.24,1
CUST04296,19,Female,Suburban,92,3,163.73,491.18,17,0.454,11,Electronics,4.83,1,0.452,1,1,638.53,0
CUST04297,25,Male,Rural,373,3,85.83,257.49,135,0.638,9,Home & Garden,2.76,1,0.14,1,0,334.74,0
CUST04298,39,Male,Suburban,50,3,69.72,209.16,2,0.193,10,Electronics,1.96,2,0.332,1,1,271.91,0
CUST04299,26,Male,Urban,148,18,109.98,1979.68,101,0.176,2,Electronics,4.2,3,0.278,1,0,1979.68,1
CUST04300,28,Female,Urban,228,12,92.0,1103.96,31,0.208,5,Sports,3.09,0,0.025,0,1,1435.15,0
CUST04301,32,Male,Suburban,164,4,132.96,531.84,62,0.388,8,Home & Garden,3.14,3,0.263,1,0,691.4,0
CUST04302,21,Female,Urban,448,7,48.86,342.0,18,0.592,10,Sports,4.1,1,0.273,0,1,444.6,0
CUST04303,26,Female,Suburban,30,3,170.88,512.64,21,0.403,9,Home & Garden,2.69,1,0.041,1,0,666.43,0
CUST04304,46,Male,Suburban,144,10,79.49,794.88,9,0.819,13,Beauty,3.82,1,0.125,1,0,1033.34,0
CUST04305,22,Female,Suburban,542,2,59.14,118.27,138,0.218,3,Sports,3.08,0,0.503,1,0,118.27,1
